ADDR,DATA
0x5D7,0x84
0x5D8,0x85
0x5D9,0x87
0x5DA,0x87
0x5DB,0x86
0x5DC,0x85
0x5DD,0x83
0x5DE,0x81
0x5DF,0x80
0x5E0,0x80
0x5E1,0x80
0x5E2,0x80
0x5E3,0x80
0x5E4,0x80
0x5E5,0x80
0x5E6,0x7F
0x5E7,0x7F
0x5E8,0x7F
0x5E9,0x7F
0x5EA,0x7F
0x5EB,0x81
0x5EC,0x83
0x5ED,0x86
0x5EE,0x8A
0x5EF,0x8D
0x5F0,0x90
0x5F1,0x92
0x5F2,0x94
0x5F3,0x95
0x5F4,0x95
0x5F5,0x96
0x5F6,0x96
0x5F7,0x96
0x5F8,0x95
0x5F9,0x94
0x5FA,0x92
0x5FB,0x90
0x5FC,0x8D
0x5FD,0x8B
0x5FE,0x88
0x5FF,0x85
0x600,0x7B
0x601,0x7C
0x602,0x7C
0x603,0x7D
0x604,0x7F
0x605,0x81
0x606,0x85
0x607,0x88
0x608,0x8B
0x609,0x8C
0x60A,0x8C
0x60B,0x8B
0x60C,0x88
0x60D,0x84
0x60E,0x80
0x60F,0x7B
0x610,0x77
0x611,0x73
0x612,0x6F
0x613,0x6B
0x614,0x69
0x615,0x66
0x616,0x65
0x617,0x64
0x618,0x63
0x619,0x63
0x61A,0x64
0x61B,0x65
0x61C,0x66
0x61D,0x68
0x61E,0x6A
0x61F,0x6D
0x620,0x70
0x621,0x73
0x622,0x77
0x623,0x7A
0x624,0x7D
0x625,0x80
0x626,0x82
0x627,0x84
0x628,0x85
0x629,0x85
0x62A,0x86
0x62B,0x86
0x62C,0x87
0x62D,0x87
0x62E,0x88
0x62F,0x88
0x630,0x88
0x631,0x88
0x632,0x88
0x633,0x87
0x634,0x87
0x635,0x87
0x636,0x86
0x637,0x86
0x638,0x86
0x639,0x86
0x63A,0x87
0x63B,0x87
0x63C,0x87
0x63D,0x87
0x63E,0x87
0x63F,0x86
0x640,0x84
0x641,0x82
0x642,0x80
0x643,0x7F
0x644,0x7E
0x645,0x7E
0x646,0x7E
0x647,0x7F
0x648,0x7F
0x649,0x7F
0x64A,0x7F
0x64B,0x7E
0x64C,0x7E
0x64D,0x7D
0x64E,0x7D
0x64F,0x7C
0x650,0x7D
0x651,0x7D
0x652,0x7E
0x653,0x80
0x654,0x81
0x655,0x83
0x656,0x84
0x657,0x85
0x658,0x86
0x659,0x87
0x65A,0x87
0x65B,0x88
0x65C,0x89
0x65D,0x89
0x65E,0x8A
0x65F,0x8B
0x660,0x8B
0x661,0x8C
0x662,0x8D
0x663,0x8D
0x664,0x8D
0x665,0x8B
0x666,0x89
0x667,0x87
0x668,0x85
0x669,0x84
0x66A,0x83
0x66B,0x84
0x66C,0x84
0x66D,0x84
0x66E,0x83
0x66F,0x82
0x670,0x80
0x671,0x7F
0x672,0x7D
0x673,0x7D
0x674,0x7E
0x675,0x81
0x676,0x84
0x677,0x87
0x678,0x8B
0x679,0x8E
0x67A,0x91
0x67B,0x94
0x67C,0x96
0x67D,0x98
0x67E,0x9A
0x67F,0x9B
0x680,0x9C
0x681,0x9D
0x682,0x9E
0x683,0x9F
0x684,0xA1
0x685,0xA2
0x686,0xA4
0x687,0xA5
0x688,0xA5
0x689,0xA6
0x68A,0xA5
0x68B,0xA4
0x68C,0xA3
0x68D,0xA1
0x68E,0x9F
0x68F,0x9E
0x690,0x9E
0x691,0x9F
0x692,0xA0
0x693,0xA1
0x694,0xA0
0x695,0x9F
0x696,0x9C
0x697,0x98
0x698,0x94
0x699,0x90
0x69A,0x8D
0x69B,0x8A
0x69C,0x87
0x69D,0x84
0x69E,0x80
0x69F,0x7B
0x6A0,0x77
0x6A1,0x72
0x6A2,0x6D
0x6A3,0x6A
0x6A4,0x67
0x6A5,0x65
0x6A6,0x64
0x6A7,0x64
0x6A8,0x65
0x6A9,0x67
0x6AA,0x68
0x6AB,0x6A
0x6AC,0x6B
0x6AD,0x6C
0x6AE,0x6D
0x6AF,0x6E
0x6B0,0x6F
0x6B1,0x70
0x6B2,0x71
0x6B3,0x71
0x6B4,0x72
0x6B5,0x72
0x6B6,0x72
0x6B7,0x73
0x6B8,0x73
0x6B9,0x74
0x6BA,0x75
0x6BB,0x77
0x6BC,0x78
0x6BD,0x7A
0x6BE,0x7B
0x6BF,0x7B
0x6C0,0x7C
0x6C1,0x7D
0x6C2,0x7E
0x6C3,0x80
0x6C4,0x82
0x6C5,0x83
0x6C6,0x85
0x6C7,0x87
0x6C8,0x88
0x6C9,0x88
0x6CA,0x88
0x6CB,0x87
0x6CC,0x86
0x6CD,0x84
0x6CE,0x83
0x6CF,0x82
0x6D0,0x81
0x6D1,0x80
0x6D2,0x7F
0x6D3,0x7F
0x6D4,0x7F
0x6D5,0x7F
0x6D6,0x7F
0x6D7,0x80
0x6D8,0x82
0x6D9,0x83
0x6DA,0x85
0x6DB,0x86
0x6DC,0x87
0x6DD,0x88
0x6DE,0x8A
0x6DF,0x8C
0x6E0,0x90
0x6E1,0x93
0x6E2,0x97
0x6E3,0x99
0x6E4,0x9A
0x6E5,0x9A
0x6E6,0x99
0x6E7,0x97
0x6E8,0x94
0x6E9,0x92
0x6EA,0x90
0x6EB,0x8E
0x6EC,0x8B
0x6ED,0x88
0x6EE,0x85
0x6EF,0x82
0x6F0,0x7F
0x6F1,0x7B
0x6F2,0x77
0x6F3,0x74
0x6F4,0x71
0x6F5,0x6F
0x6F6,0x6E
0x6F7,0x6D
0x6F8,0x6D
0x6F9,0x6D
0x6FA,0x6D
0x6FB,0x6E
0x6FC,0x6E
0x6FD,0x6F
0x6FE,0x70
0x6FF,0x71
0x700,0x70
0x701,0x70
0x702,0x6F
0x703,0x6F
0x704,0x6F
0x705,0x6F
0x706,0x70
0x707,0x72
0x708,0x73
0x709,0x74
0x70A,0x75
0x70B,0x75
0x70C,0x74
0x70D,0x74
0x70E,0x74
0x70F,0x74
0x710,0x75
0x711,0x76
0x712,0x79
0x713,0x7C
0x714,0x7F
0x715,0x83
0x716,0x86
0x717,0x89
0x718,0x8A
0x719,0x8B
0x71A,0x8A
0x71B,0x89
0x71C,0x87
0x71D,0x84
0x71E,0x81
0x71F,0x7D
0x720,0x79
0x721,0x75
0x722,0x71
0x723,0x6E
0x724,0x6B
0x725,0x69
0x726,0x67
0x727,0x65
0x728,0x63
0x729,0x62
0x72A,0x62
0x72B,0x62
0x72C,0x63
0x72D,0x65
0x72E,0x68
0x72F,0x6B
0x730,0x6E
0x731,0x71
0x732,0x74
0x733,0x76
0x734,0x79
0x735,0x7B
0x736,0x7D
0x737,0x7E
0x738,0x80
0x739,0x81
0x73A,0x83
0x73B,0x84
0x73C,0x85
0x73D,0x87
0x73E,0x87
0x73F,0x87
0x740,0x87
0x741,0x86
0x742,0x85
0x743,0x84
0x744,0x84
0x745,0x84
0x746,0x85
0x747,0x86
0x748,0x87
0x749,0x88
0x74A,0x88
0x74B,0x88
0x74C,0x87
0x74D,0x85
0x74E,0x83
0x74F,0x82
0x750,0x81
0x751,0x80
0x752,0x80
0x753,0x80
0x754,0x80
0x755,0x80
0x756,0x7F
0x757,0x7F
0x758,0x7E
0x759,0x7D
0x75A,0x7C
0x75B,0x7B
0x75C,0x7B
0x75D,0x7A
0x75E,0x7A
0x75F,0x7A
0x760,0x7B
0x761,0x7C
0x762,0x7E
0x763,0x7F
0x764,0x80
0x765,0x81
0x766,0x81
0x767,0x81
0x768,0x81
0x769,0x82
0x76A,0x83
0x76B,0x85
0x76C,0x88
0x76D,0x8A
0x76E,0x8C
0x76F,0x8C
0x770,0x8C
0x771,0x8B
0x772,0x8A
0x773,0x89
0x774,0x88
0x775,0x88
0x776,0x88
0x777,0x88
0x778,0x88
0x779,0x88
0x77A,0x87
0x77B,0x85
0x77C,0x83
0x77D,0x81
0x77E,0x7F
0x77F,0x7D
0x780,0x7C
0x781,0x7C
0x782,0x7C
0x783,0x7C
0x784,0x7E
0x785,0x80
0x786,0x82
0x787,0x85
0x788,0x88
0x789,0x8C
0x78A,0x8E
0x78B,0x91
0x78C,0x92
0x78D,0x93
0x78E,0x94
0x78F,0x95
0x790,0x96
0x791,0x99
0x792,0x9C
0x793,0x9F
0x794,0xA2
0x795,0xA3
0x796,0xA3
0x797,0xA3
0x798,0xA1
0x799,0xA0
0x79A,0xA0
0x79B,0xA0
0x79C,0xA0
0x79D,0xA1
0x79E,0xA1
0x79F,0xA2
0x7A0,0xA2
0x7A1,0xA2
0x7A2,0xA1
0x7A3,0xA0
0x7A4,0x9E
0x7A5,0x9D
0x7A6,0x9B
0x7A7,0x99
0x7A8,0x98
0x7A9,0x96
0x7AA,0x93
0x7AB,0x90
0x7AC,0x8C
0x7AD,0x87
0x7AE,0x82
0x7AF,0x7D
0x7B0,0x78
0x7B1,0x73
0x7B2,0x6F
0x7B3,0x6C
0x7B4,0x6A
0x7B5,0x68
0x7B6,0x67
0x7B7,0x66
0x7B8,0x66
0x7B9,0x67
0x7BA,0x68
0x7BB,0x69
0x7BC,0x6B
0x7BD,0x6C
0x7BE,0x6D
0x7BF,0x6D
0x7C0,0x6D
0x7C1,0x6E
0x7C2,0x6E
0x7C3,0x6F
0x7C4,0x70
0x7C5,0x71
0x7C6,0x72
0x7C7,0x73
0x7C8,0x74
0x7C9,0x74
0x7CA,0x75
0x7CB,0x75
0x7CC,0x75
0x7CD,0x75
0x7CE,0x76
0x7CF,0x77
0x7D0,0x7A
0x7D1,0x7C
0x7D2,0x7E
0x7D3,0x80
0x7D4,0x81
0x7D5,0x82
0x7D6,0x83
0x7D7,0x84
0x7D8,0x85
0x7D9,0x87
0x7DA,0x87
0x7DB,0x86
0x7DC,0x85
0x7DD,0x83
0x7DE,0x81
0x7DF,0x80
0x7E0,0x80
0x7E1,0x80
0x7E2,0x80
0x7E3,0x80
0x7E4,0x80
0x7E5,0x80
0x7E6,0x7F
0x7E7,0x7F
0x7E8,0x7F
0x7E9,0x7F
0x7EA,0x7F
0x7EB,0x81
0x7EC,0x83
0x7ED,0x86
0x7EE,0x8A
0x7EF,0x8D
0x7F0,0x90
0x7F1,0x92
0x7F2,0x94
0x7F3,0x95
0x7F4,0x95
0x7F5,0x96
0x7F6,0x96
0x7F7,0x96
0x7F8,0x95
0x7F9,0x94
0x7FA,0x92
0x7FB,0x90
0x7FC,0x8D
0x7FD,0x8B
0x7FE,0x88
0x7FF,0x85
0x800,0x84
0x801,0x83
0x802,0x81
0x803,0x80
0x804,0x7E
0x805,0x7D
0x806,0x7D
0x807,0x7D
0x808,0x7D
0x809,0x7E
0x80A,0x7F
0x80B,0x81
0x80C,0x83
0x80D,0x85
0x80E,0x87
0x80F,0x88
0x810,0x8A
0x811,0x8B
0x812,0x8E
0x813,0x90
0x814,0x93
0x815,0x95
0x816,0x97
0x817,0x99
0x818,0x99
0x819,0x98
0x81A,0x96
0x81B,0x94
0x81C,0x91
0x81D,0x8E
0x81E,0x8B
0x81F,0x88
0x820,0x85
0x821,0x82
0x822,0x80
0x823,0x7E
0x824,0x7D
0x825,0x7B
0x826,0x7A
0x827,0x77
0x828,0x75
0x829,0x73
0x82A,0x71
0x82B,0x70
0x82C,0x6F
0x82D,0x6E
0x82E,0x6E
0x82F,0x6F
0x830,0x70
0x831,0x71
0x832,0x72
0x833,0x74
0x834,0x74
0x835,0x74
0x836,0x74
0x837,0x72
0x838,0x71
0x839,0x6F
0x83A,0x6D
0x83B,0x6C
0x83C,0x6C
0x83D,0x6D
0x83E,0x6E
0x83F,0x70
0x840,0x72
0x841,0x74
0x842,0x77
0x843,0x7A
0x844,0x7C
0x845,0x7E
0x846,0x81
0x847,0x83
0x848,0x85
0x849,0x87
0x84A,0x89
0x84B,0x8B
0x84C,0x8B
0x84D,0x8A
0x84E,0x88
0x84F,0x85
0x850,0x81
0x851,0x7D
0x852,0x79
0x853,0x76
0x854,0x73
0x855,0x70
0x856,0x6E
0x857,0x6C
0x858,0x69
0x859,0x68
0x85A,0x66
0x85B,0x65
0x85C,0x64
0x85D,0x64
0x85E,0x64
0x85F,0x65
0x860,0x66
0x861,0x68
0x862,0x6B
0x863,0x6E
0x864,0x71
0x865,0x74
0x866,0x77
0x867,0x79
0x868,0x7A
0x869,0x7B
0x86A,0x7C
0x86B,0x7C
0x86C,0x7D
0x86D,0x7E
0x86E,0x7F
0x86F,0x82
0x870,0x84
0x871,0x85
0x872,0x86
0x873,0x87
0x874,0x86
0x875,0x84
0x876,0x83
0x877,0x83
0x878,0x83
0x879,0x84
0x87A,0x85
0x87B,0x87
0x87C,0x87
0x87D,0x87
0x87E,0x86
0x87F,0x85
0x880,0x84
0x881,0x82
0x882,0x81
0x883,0x81
0x884,0x80
0x885,0x80
0x886,0x7F
0x887,0x7E
0x888,0x7D
0x889,0x7D
0x88A,0x7D
0x88B,0x7D
0x88C,0x7C
0x88D,0x7B
0x88E,0x7A
0x88F,0x79
0x890,0x78
0x891,0x77
0x892,0x78
0x893,0x79
0x894,0x7B
0x895,0x7D
0x896,0x7F
0x897,0x80
0x898,0x81
0x899,0x81
0x89A,0x81
0x89B,0x81
0x89C,0x80
0x89D,0x81
0x89E,0x82
0x89F,0x84
0x8A0,0x87
0x8A1,0x8A
0x8A2,0x8D
0x8A3,0x8F
0x8A4,0x8F
0x8A5,0x8E
0x8A6,0x8C
0x8A7,0x8A
0x8A8,0x88
0x8A9,0x86
0x8AA,0x85
0x8AB,0x83
0x8AC,0x82
0x8AD,0x81
0x8AE,0x80
0x8AF,0x7F
0x8B0,0x7F
0x8B1,0x7E
0x8B2,0x7D
0x8B3,0x7C
0x8B4,0x7B
0x8B5,0x7C
0x8B6,0x7D
0x8B7,0x7E
0x8B8,0x80
0x8B9,0x83
0x8BA,0x85
0x8BB,0x87
0x8BC,0x88
0x8BD,0x8A
0x8BE,0x8D
0x8BF,0x8F
0x8C0,0x92
0x8C1,0x94
0x8C2,0x96
0x8C3,0x98
0x8C4,0x99
0x8C5,0x9A
0x8C6,0x9B
0x8C7,0x9D
0x8C8,0x9E
0x8C9,0x9F
0x8CA,0xA0
0x8CB,0xA0
0x8CC,0xA0
0x8CD,0x9F
0x8CE,0x9F
0x8CF,0x9F
0x8D0,0xA0
0x8D1,0xA1
0x8D2,0xA2
0x8D3,0xA3
0x8D4,0xA5
0x8D5,0xA5
0x8D6,0xA5
0x8D7,0xA4
0x8D8,0xA2
0x8D9,0xA0
0x8DA,0x9D
0x8DB,0x99
0x8DC,0x96
0x8DD,0x92
0x8DE,0x8E
0x8DF,0x8A
0x8E0,0x86
0x8E1,0x82
0x8E2,0x7D
0x8E3,0x7A
0x8E4,0x77
0x8E5,0x75
0x8E6,0x73
0x8E7,0x71
0x8E8,0x70
0x8E9,0x6E
0x8EA,0x6D
0x8EB,0x6C
0x8EC,0x6B
0x8ED,0x6B
0x8EE,0x6D
0x8EF,0x6E
0x8F0,0x70
0x8F1,0x71
0x8F2,0x72
0x8F3,0x72
0x8F4,0x72
0x8F5,0x71
0x8F6,0x71
0x8F7,0x70
0x8F8,0x70
0x8F9,0x70
0x8FA,0x70
0x8FB,0x71
0x8FC,0x73
0x8FD,0x75
0x8FE,0x77
0x8FF,0x78
0x900,0x79
0x901,0x7B
0x902,0x7C
0x903,0x7D
0x904,0x7E
0x905,0x7F
0x906,0x80
0x907,0x81
0x908,0x82
0x909,0x84
0x90A,0x85
0x90B,0x86
0x90C,0x87
0x90D,0x87
0x90E,0x87
0x90F,0x85
0x910,0x84
0x911,0x82
0x912,0x80
0x913,0x7F
0x914,0x7E
0x915,0x7E
0x916,0x7E
0x917,0x7F
0x918,0x7F
0x919,0x7F
0x91A,0x7F
0x91B,0x80
0x91C,0x80
0x91D,0x81
0x91E,0x82
0x91F,0x84
0x920,0x87
0x921,0x8A
0x922,0x8D
0x923,0x91
0x924,0x94
0x925,0x96
0x926,0x97
0x927,0x98
0x928,0x97
0x929,0x96
0x92A,0x95
0x92B,0x93
0x92C,0x91
0x92D,0x8F
0x92E,0x8D
0x92F,0x8B
0x930,0x89
0x931,0x87
0x932,0x85
0x933,0x83
0x934,0x81
0x935,0x7E
0x936,0x7C
0x937,0x79
0x938,0x76
0x939,0x74
0x93A,0x72
0x93B,0x71
0x93C,0x70
0x93D,0x70
0x93E,0x70
0x93F,0x71
0x940,0x73
0x941,0x74
0x942,0x75
0x943,0x75
0x944,0x75
0x945,0x74
0x946,0x72
0x947,0x71
0x948,0x6F
0x949,0x6E
0x94A,0x6D
0x94B,0x6D
0x94C,0x6E
0x94D,0x6E
0x94E,0x6F
0x94F,0x6F
0x950,0x70
0x951,0x71
0x952,0x73
0x953,0x76
0x954,0x79
0x955,0x7C
0x956,0x80
0x957,0x83
0x958,0x86
0x959,0x88
0x95A,0x8A
0x95B,0x8B
0x95C,0x8A
0x95D,0x89
0x95E,0x87
0x95F,0x85
0x960,0x82
0x961,0x7F
0x962,0x7C
0x963,0x7A
0x964,0x77
0x965,0x75
0x966,0x72
0x967,0x70
0x968,0x6D
0x969,0x6A
0x96A,0x68
0x96B,0x65
0x96C,0x63
0x96D,0x62
0x96E,0x62
0x96F,0x64
0x970,0x67
0x971,0x6A
0x972,0x6D
0x973,0x6F
0x974,0x71
0x975,0x72
0x976,0x72
0x977,0x72
0x978,0x74
0x979,0x76
0x97A,0x79
0x97B,0x7C
0x97C,0x7E
0x97D,0x80
0x97E,0x82
0x97F,0x82
0x980,0x82
0x981,0x82
0x982,0x82
0x983,0x82
0x984,0x83
0x985,0x83
0x986,0x84
0x987,0x84
0x988,0x85
0x989,0x85
0x98A,0x86
0x98B,0x87
0x98C,0x87
0x98D,0x86
0x98E,0x85
0x98F,0x84
0x990,0x83
0x991,0x82
0x992,0x81
0x993,0x81
0x994,0x81
0x995,0x81
0x996,0x81
0x997,0x81
0x998,0x80
0x999,0x7F
0x99A,0x7E
0x99B,0x7B
0x99C,0x79
0x99D,0x77
0x99E,0x76
0x99F,0x76
0x9A0,0x77
0x9A1,0x79
0x9A2,0x7B
0x9A3,0x7D
0x9A4,0x7D
0x9A5,0x7D
0x9A6,0x7C
0x9A7,0x7B
0x9A8,0x7A
0x9A9,0x7B
0x9AA,0x7B
0x9AB,0x7C
0x9AC,0x7E
0x9AD,0x81
0x9AE,0x84
0x9AF,0x86
0x9B0,0x89
0x9B1,0x8A
0x9B2,0x8B
0x9B3,0x8B
0x9B4,0x8A
0x9B5,0x8A
0x9B6,0x89
0x9B7,0x89
0x9B8,0x89
0x9B9,0x88
0x9BA,0x87
0x9BB,0x85
0x9BC,0x83
0x9BD,0x81
0x9BE,0x7F
0x9BF,0x7E
0x9C0,0x7D
0x9C1,0x7C
0x9C2,0x7B
0x9C3,0x7B
0x9C4,0x7A
0x9C5,0x7A
0x9C6,0x7A
0x9C7,0x7C
0x9C8,0x7D
0x9C9,0x7F
0x9CA,0x81
0x9CB,0x83
0x9CC,0x85
0x9CD,0x87
0x9CE,0x89
0x9CF,0x8A
0x9D0,0x8C
0x9D1,0x8F
0x9D2,0x91
0x9D3,0x94
0x9D4,0x96
0x9D5,0x98
0x9D6,0x9A
0x9D7,0x9B
0x9D8,0x9C
0x9D9,0x9B
0x9DA,0x9B
0x9DB,0x9B
0x9DC,0x9B
0x9DD,0x9C
0x9DE,0x9D
0x9DF,0x9E
0x9E0,0x9F
0x9E1,0xA0
0x9E2,0xA1
0x9E3,0xA2
0x9E4,0xA3
0x9E5,0xA4
0x9E6,0xA4
0x9E7,0xA4
0x9E8,0xA3
0x9E9,0xA1
0x9EA,0x9E
0x9EB,0x9B
0x9EC,0x97
0x9ED,0x93
0x9EE,0x90
0x9EF,0x8C
0x9F0,0x89
0x9F1,0x85
0x9F2,0x82
0x9F3,0x7E
0x9F4,0x7A
0x9F5,0x77
0x9F6,0x74
0x9F7,0x71
0x9F8,0x6E
0x9F9,0x6D
0x9FA,0x6C
0x9FB,0x6C
0x9FC,0x6D
0x9FD,0x6D
0x9FE,0x6E
0x9FF,0x6F
0xA00,0x84
0xA01,0x83
0xA02,0x81
0xA03,0x80
0xA04,0x7E
0xA05,0x7D
0xA06,0x7D
0xA07,0x7D
0xA08,0x7D
0xA09,0x7E
0xA0A,0x7F
0xA0B,0x81
0xA0C,0x83
0xA0D,0x85
0xA0E,0x87
0xA0F,0x88
0xA10,0x8A
0xA11,0x8B
0xA12,0x8E
0xA13,0x90
0xA14,0x93
0xA15,0x95
0xA16,0x97
0xA17,0x99
0xA18,0x99
0xA19,0x98
0xA1A,0x96
0xA1B,0x94
0xA1C,0x91
0xA1D,0x8E
0xA1E,0x8B
0xA1F,0x88
0xA20,0x85
0xA21,0x82
0xA22,0x80
0xA23,0x7E
0xA24,0x7D
0xA25,0x7B
0xA26,0x7A
0xA27,0x77
0xA28,0x75
0xA29,0x73
0xA2A,0x71
0xA2B,0x70
0xA2C,0x6F
0xA2D,0x6E
0xA2E,0x6E
0xA2F,0x6F
0xA30,0x70
0xA31,0x71
0xA32,0x72
0xA33,0x74
0xA34,0x74
0xA35,0x74
0xA36,0x74
0xA37,0x72
0xA38,0x71
0xA39,0x6F
0xA3A,0x6D
0xA3B,0x6C
0xA3C,0x6C
0xA3D,0x6D
0xA3E,0x6E
0xA3F,0x70
0xA40,0x72
0xA41,0x74
0xA42,0x77
0xA43,0x7A
0xA44,0x7C
0xA45,0x7E
0xA46,0x81
0xA47,0x83
0xA48,0x85
0xA49,0x87
0xA4A,0x89
0xA4B,0x8B
0xA4C,0x8B
0xA4D,0x8A
0xA4E,0x88
0xA4F,0x85
0xA50,0x81
0xA51,0x7D
0xA52,0x79
0xA53,0x76
0xA54,0x73
0xA55,0x70
0xA56,0x6E
0xA57,0x6C
0xA58,0x69
0xA59,0x68
0xA5A,0x66
0xA5B,0x65
0xA5C,0x64
0xA5D,0x64
0xA5E,0x64
0xA5F,0x65
0xA60,0x66
0xA61,0x68
0xA62,0x6B
0xA63,0x6E
0xA64,0x71
0xA65,0x74
0xA66,0x77
0xA67,0x79
0xA68,0x7A
0xA69,0x7B
0xA6A,0x7C
0xA6B,0x7C
0xA6C,0x7D
0xA6D,0x7E
0xA6E,0x7F
0xA6F,0x82
0xA70,0x84
0xA71,0x85
0xA72,0x86
0xA73,0x87
0xA74,0x86
0xA75,0x84
0xA76,0x83
0xA77,0x83
0xA78,0x83
0xA79,0x84
0xA7A,0x85
0xA7B,0x87
0xA7C,0x87
0xA7D,0x87
0xA7E,0x86
0xA7F,0x85
0xA80,0x84
0xA81,0x82
0xA82,0x81
0xA83,0x81
0xA84,0x80
0xA85,0x80
0xA86,0x7F
0xA87,0x7E
0xA88,0x7D
0xA89,0x7D
0xA8A,0x7D
0xA8B,0x7D
0xA8C,0x7C
0xA8D,0x7B
0xA8E,0x7A
0xA8F,0x79
0xA90,0x78
0xA91,0x77
0xA92,0x78
0xA93,0x79
0xA94,0x7B
0xA95,0x7D
0xA96,0x7F
0xA97,0x80
0xA98,0x81
0xA99,0x81
0xA9A,0x81
0xA9B,0x81
0xA9C,0x80
0xA9D,0x81
0xA9E,0x82
0xA9F,0x84
0xAA0,0x87
0xAA1,0x8A
0xAA2,0x8D
0xAA3,0x8F
0xAA4,0x8F
0xAA5,0x8E
0xAA6,0x8C
0xAA7,0x8A
0xAA8,0x88
0xAA9,0x86
0xAAA,0x85
0xAAB,0x83
0xAAC,0x82
0xAAD,0x81
0xAAE,0x80
0xAAF,0x7F
0xAB0,0x7F
0xAB1,0x7E
0xAB2,0x7D
0xAB3,0x7C
0xAB4,0x7B
0xAB5,0x7C
0xAB6,0x7D
0xAB7,0x7E
0xAB8,0x80
0xAB9,0x83
0xABA,0x85
0xABB,0x87
0xABC,0x88
0xABD,0x8A
0xABE,0x8D
0xABF,0x8F
0xAC0,0x92
0xAC1,0x94
0xAC2,0x96
0xAC3,0x98
0xAC4,0x99
0xAC5,0x9A
0xAC6,0x9B
0xAC7,0x9D
0xAC8,0x9E
0xAC9,0x9F
0xACA,0xA0
0xACB,0xA0
0xACC,0xA0
0xACD,0x9F
0xACE,0x9F
0xACF,0x9F
0xAD0,0xA0
0xAD1,0xA1
0xAD2,0xA2
0xAD3,0xA3
0xAD4,0xA5
0xAD5,0xA5
0xAD6,0xA5
0xAD7,0xA4
0xAD8,0xA2
0xAD9,0xA0
0xADA,0x9D
0xADB,0x99
0xADC,0x96
0xADD,0x92
0xADE,0x8E
0xADF,0x8A
0xAE0,0x86
0xAE1,0x82
0xAE2,0x7D
0xAE3,0x7A
0xAE4,0x77
0xAE5,0x75
0xAE6,0x73
0xAE7,0x71
0xAE8,0x70
0xAE9,0x6E
0xAEA,0x6D
0xAEB,0x6C
0xAEC,0x6B
0xAED,0x6B
0xAEE,0x6D
0xAEF,0x6E
0xAF0,0x70
0xAF1,0x71
0xAF2,0x72
0xAF3,0x72
0xAF4,0x72
0xAF5,0x71
0xAF6,0x71
0xAF7,0x70
0xAF8,0x70
0xAF9,0x70
0xAFA,0x70
0xAFB,0x71
0xAFC,0x73
0xAFD,0x75
0xAFE,0x77
0xAFF,0x78
0xB00,0x79
0xB01,0x7B
0xB02,0x7C
0xB03,0x7D
0xB04,0x7E
0xB05,0x7F
0xB06,0x80
0xB07,0x81
0xB08,0x82
0xB09,0x84
0xB0A,0x85
0xB0B,0x86
0xB0C,0x87
0xB0D,0x87
0xB0E,0x87
0xB0F,0x85
0xB10,0x84
0xB11,0x82
0xB12,0x80
0xB13,0x7F
0xB14,0x7E
0xB15,0x7E
0xB16,0x7E
0xB17,0x7F
0xB18,0x7F
0xB19,0x7F
0xB1A,0x7F
0xB1B,0x80
0xB1C,0x80
0xB1D,0x81
0xB1E,0x82
0xB1F,0x84
0xB20,0x87
0xB21,0x8A
0xB22,0x8D
0xB23,0x91
0xB24,0x94
0xB25,0x96
0xB26,0x97
0xB27,0x98
0xB28,0x97
0xB29,0x96
0xB2A,0x95
0xB2B,0x93
0xB2C,0x91
0xB2D,0x8F
0xB2E,0x8D
0xB2F,0x8B
0xB30,0x89
0xB31,0x87
0xB32,0x85
0xB33,0x83
0xB34,0x81
0xB35,0x7E
0xB36,0x7C
0xB37,0x79
0xB38,0x76
0xB39,0x74
0xB3A,0x72
0xB3B,0x71
0xB3C,0x70
0xB3D,0x70
0xB3E,0x70
0xB3F,0x71
0xB40,0x73
0xB41,0x74
0xB42,0x75
0xB43,0x75
0xB44,0x75
0xB45,0x74
0xB46,0x72
0xB47,0x71
0xB48,0x6F
0xB49,0x6E
0xB4A,0x6D
0xB4B,0x6D
0xB4C,0x6E
0xB4D,0x6E
0xB4E,0x6F
0xB4F,0x6F
0xB50,0x70
0xB51,0x71
0xB52,0x73
0xB53,0x76
0xB54,0x79
0xB55,0x7C
0xB56,0x80
0xB57,0x83
0xB58,0x86
0xB59,0x88
0xB5A,0x8A
0xB5B,0x8B
0xB5C,0x8A
0xB5D,0x89
0xB5E,0x87
0xB5F,0x85
0xB60,0x82
0xB61,0x7F
0xB62,0x7C
0xB63,0x7A
0xB64,0x77
0xB65,0x75
0xB66,0x72
0xB67,0x70
0xB68,0x6D
0xB69,0x6A
0xB6A,0x68
0xB6B,0x65
0xB6C,0x63
0xB6D,0x62
0xB6E,0x62
0xB6F,0x64
0xB70,0x67
0xB71,0x6A
0xB72,0x6D
0xB73,0x6F
0xB74,0x71
0xB75,0x72
0xB76,0x72
0xB77,0x72
0xB78,0x74
0xB79,0x76
0xB7A,0x79
0xB7B,0x7C
0xB7C,0x7E
0xB7D,0x80
0xB7E,0x82
0xB7F,0x82
0xB80,0x82
0xB81,0x82
0xB82,0x82
0xB83,0x82
0xB84,0x83
0xB85,0x83
0xB86,0x84
0xB87,0x84
0xB88,0x85
0xB89,0x85
0xB8A,0x86
0xB8B,0x87
0xB8C,0x87
0xB8D,0x86
0xB8E,0x85
0xB8F,0x84
0xB90,0x83
